Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
839,Gryffindor,Florencio,Bogan,2001-03-23,Right,36187.0,481.04379378909516,-6.137879803532589,-4.810437937890952,4.7669999999999995,-680.4410337410293,561.8125253812817,-4.510162626094553,941.9975561309614,2.926486561608406,-0.034222909730266204,-253.78817999999998,192.73
841,Gryffindor,Spencer,Lovelace,1998-04-11,Left,62960.0,650.9713891202111,-5.029782803267904,-6.509713891202111,3.9739999999999998,-581.5902457553926,593.5603676966232,,953.4708232675628,3.8410060712790366,-2.3569452670120783,-255.63397999999998,174.5
842,Slytherin,Darwin,Tompkins,2000-04-16,Right,33487.0,-587.4509735947022,-1.7125389388641208,5.874509735947021,-6.313,-488.52326424835434,415.7725702811559,3.392783026287024,1040.402590635918,8.993270098489594,-0.9146086804067688,-247.81067000000002,5.51
843,Gryffindor,Traci,Flora,1999-07-11,Left,25998.0,,-4.106767560325523,-8.674625355673273,5.622000000000001,-169.4588638559141,637.9524684024317,-3.8062937003226693,948.9432955948532,6.506273510022745,0.2391286351080225,-251.83723999999998,233.26
845,Gryffindor,Erwin,Baldwin,1999-03-15,Left,46674.0,341.989993930929,-5.4414536810459575,-3.4198999393092904,4.1960000000000015,-844.6290798887647,587.5502120297098,-6.282411184667176,945.3372015045627,2.399051126567705,0.11693202513238996,-253.843,215.44
847,Slytherin,Sherri,Watts,1999-07-23,Right,44724.0,-654.7338249059824,-2.7254299392128063,6.547338249059822,-1.422,-636.9606311297289,396.3231522929996,6.7756517006600285,1028.2484210849645,7.023336449895313,-0.9817210046036212,-244.35507,-70.31
851,Slytherin,Chi,Keller,1997-03-20,Left,43311.0,-596.991908067804,-1.7055247224270516,,-5.462999999999999,-570.5324376103705,390.8032697663546,4.821493362304978,,7.594744249216343,0.8180959494248812,-247.80215,-29.06
854,Slytherin,Daniela,Bone,2001-07-19,Right,16649.0,-654.1054431919986,-5.6023748317652045,6.541054431919986,-3.887,-447.8336669895324,406.6885852059812,5.333045759787342,1067.0388261379337,12.135640509392355,0.492501983592664,-245.69602000000003,-55.83
855,Slytherin,Noreen,Reinhart,1997-08-12,Right,50942.0,-426.99463780099785,-5.475914249390018,4.269946378009977,-6.9110000000000005,-413.84160440416895,404.03834173002883,4.109301104739052,,10.305070974315576,-1.2693265677097345,-252.39652999999998,-58.66
856,Slytherin,Adelaide,Hardy,1998-04-01,Left,35405.0,-562.6994419720943,-2.033019686600701,5.626994419720943,-6.146,-825.1253590214102,353.1861837923332,4.065904530326526,1076.153227093709,9.981963056284616,-1.0785095755918748,-249.01959,-43.04
857,Slytherin,Hillary,Alcorn,2000-06-18,Left,22619.0,-714.8515292654915,-4.6889023746637815,7.148515292654915,-2.9619999999999997,-612.5525376971614,384.7756762878418,8.337923218249923,1043.3263877861827,11.083512304585831,1.1071929927946067,-244.30677000000003,-81.08
859,Gryffindor,Filiberto,Albritton,1998-03-03,Left,44976.0,509.5179108751602,-3.9102682994192937,-5.095179108751601,5.5089999999999995,-575.0009359866109,627.8259067385591,-4.708587610644169,977.6556406717914,5.948125456355152,0.11823311066381376,-250.84832000000003,197.92
860,Gryffindor,Jodi,Fishman,1998-07-31,Right,69057.0,415.38815982234894,-4.13639613667017,-4.1538815982234905,3.33,-809.1776843302241,679.2091877199767,-6.9551634646308775,948.4080088934606,4.7390766813239535,-1.1959745005779665,-254.39627000000002,248.44
862,Gryffindor,Bobby,Penn,2001-04-23,Left,36751.0,536.5904745109269,-2.9479948131915625,-5.365904745109272,7.789,-377.68344101311965,614.3491207205525,-4.9855513419003366,970.2494980369148,3.315446531900311,0.8186873521210064,-248.1867,197.02
865,Gryffindor,Keith,Pacheco,2000-10-21,Left,48897.0,405.4004860439995,-7.694641396997062,-4.0540048604399965,2.269,-732.1677335370703,566.2958504294279,-4.884705887275057,927.9796890128546,2.7814554497859376,0.47235421937634,-257.21311000000003,191.6
866,Slytherin,Susana,Nowell,2001-04-04,Left,23872.0,-635.8663585932499,-4.4682334343272085,,-5.051,-405.54126663829874,407.986740606556,4.22341126567423,1058.3083851854424,10.633430140454461,-0.7046136639290297,-246.88497,-36.31
868,Gryffindor,Belva,Cody,1996-12-24,Right,67149.0,685.0998736881908,-2.941468581847107,-6.850998736881905,5.082,-385.9875377344548,674.980217499662,-5.994380394537586,951.5852137869464,3.955125734959597,-0.5574201382582996,-253.07693999999998,227.96
869,Gryffindor,Virgil,Mackay,1999-09-04,Left,15933.0,626.580642478319,-3.3577260347183824,-6.2658064247831895,8.892999999999997,-475.1111693828797,557.618139325385,-4.805565512095575,950.853334734928,1.3826429510165965,-0.5450945961216338,-248.45248999999998,210.13
870,Slytherin,Abdul,Stuart,2000-11-05,Right,43042.0,-541.2387336747651,-4.186511095344724,5.412387336747651,-6.939,-498.00654998548373,369.895112698496,4.022506485793737,1061.3766190395168,9.3186573769953,0.7743519227542246,-250.81923999999998,-60.91
871,Slytherin,Jamison,Salazar,1998-01-28,Right,48146.0,-615.4925989655231,-6.196968025249329,6.154925989655231,-4.516,-377.1174788863382,393.386225045322,6.175862789274532,1040.993677292393,8.909330824332976,2.343237105407296,-248.81811000000002,-98.52
873,Slytherin,Christine,Merrill,2001-07-26,Right,37018.0,-535.9308386870798,-1.496135545576263,5.359308386870798,-4.615,-505.8158964691272,417.633131109613,2.898819797292504,1044.2738377315159,7.998128417963015,-1.1480837302751823,-247.104,0.36
879,Gryffindor,Normand,Kroll,2000-05-26,Left,30074.0,569.4363120072652,-5.15378300128897,-5.694363120072652,6.479,-350.9562546077446,573.9103633247212,-4.013580735660293,948.7593737197597,2.744014984923832,0.1030359432027114,-250.98901,183.22
880,Gryffindor,Brian,Tatum,1998-10-16,Right,47805.0,423.0889393976685,,-4.2308893939766845,6.09,-583.9747162893301,654.6376710051812,-6.102271054134919,974.1573603822773,4.8732372462975615,1.3933406109748778,-249.47959,222.88
881,Slytherin,Idella,Whitfield,2000-09-18,Left,31850.0,-759.9392980254503,-2.7981854981592,7.5993929802545015,-4.848,-814.7916272631345,312.8282722622843,6.651890641334601,1064.587954647573,8.476888669598615,2.5125302145217163,-246.48157999999998,-96.39
883,Slytherin,Brain,Milburn,2000-06-30,Right,56679.0,-503.6359523420671,-7.2094423885737475,5.03635952342067,-7.459,-457.01130641952415,368.06931582165436,3.4312397136054327,1080.9521410411953,10.18391853973922,-0.4745656277240114,-253.95517999999998,-105.66
884,Gryffindor,Eusebio,Myrick,1999-10-10,Left,23655.0,570.0928676491933,-4.110763252791124,-5.700928676491934,5.437,-631.2042488853467,624.3088920779118,-6.103085466703043,948.1011663386356,4.890929615795507,0.9911047355384917,-251.51097000000001,263.5
885,Gryffindor,Robin,Hoy,1997-01-31,Right,75321.0,731.2386544645018,-4.549644960167712,-7.312386544645021,2.7760000000000002,-851.4173690114136,627.3917674695592,-6.908759232825532,910.3927567766658,1.4632586590118644,0.7649065808321208,-259.51864,256.57
886,Slytherin,Max,Grier,1998-10-30,Right,52164.0,-530.1919597909218,-4.110217299121649,5.301919597909219,-6.355,-591.97589217806,361.9309991147921,3.3949897139820986,1067.7545771629048,8.313889761898341,-1.5809948416210269,-251.37092,-72.36
887,Slytherin,Sonja,Whipple,1998-08-20,Right,50686.0,-470.7085444529346,-2.405050900291036,4.707085444529347,-5.345,-728.3066207660795,394.68568783820837,3.3669041013729046,1060.694254187682,8.978173223865463,-0.6277375767233945,-249.94647,-33.37
888,Slytherin,Pierre,Handy,1999-05-10,Right,46303.0,-415.85420204229393,-4.1663862987699245,4.1585420204229395,-5.82,-538.4346545985698,410.95777069708083,4.965611838785561,1047.479375188918,10.618346240854997,0.21618563488970344,-250.58672,-42.85
889,Slytherin,Bruno,Rawlings,1996-12-23,Right,40320.0,-559.3899488889372,-6.461353326868871,5.593899488889372,-5.444,-521.7514265862163,377.429164486618,7.188152378679181,1052.9342203058302,11.390531522851436,-0.6697441641071296,-249.73342000000002,-101.09
890,Slytherin,Neil,Wisniewski,2000-07-27,Left,51390.0,-524.8854847904123,-3.3885685652231348,5.248854847904124,-5.7379999999999995,-353.58992617374366,421.5993310820313,3.5075177087744627,1031.7305755375312,7.552067268090077,-0.3229129111823873,-249.62402000000003,-29.13
891,Gryffindor,Marc,Vogt,1997-12-27,Right,37362.0,649.2425761270991,-6.228920465391933,-6.492425761270993,4.768,-548.5594750698776,554.330115083922,-4.496668894266974,,1.3797625547355628,0.24793938706185256,-255.47225,202.92
893,Slytherin,Shirley,Jennings,1997-08-10,Right,57189.0,-472.845686993026,-2.458483989658797,4.72845686993026,-4.289,-473.0548114000517,420.26103216448297,1.028204349046958,1053.9306348060413,6.223583506416228,0.5199912160772076,-249.47592000000003,-20.57
894,Gryffindor,Rubye,Sauer,2001-01-24,Right,68037.0,230.8769673873851,-4.161108579445044,-2.308769673873851,5.2829999999999995,-494.7317573598639,651.3970939424863,-5.292982197420233,982.0758228922286,4.260836325180127,-0.17094341266398488,-249.77884,163.37
895,Slytherin,Gail,Vidal,1998-12-16,Left,26703.0,-441.35490849396484,-4.67015943104803,4.413549084939649,-6.474,-376.51872127586546,438.6507438542418,3.3022541819034927,1060.9247492746963,12.61522070794365,-0.11067680664854562,-249.66297000000003,-4.99
897,Slytherin,Evan,Albrecht,2001-01-01,Right,48560.0,-376.7753546276326,-1.942163495415881,3.767753546276325,-5.949,-504.13137063060725,432.15880662062483,2.60643862816044,1042.2836368926346,8.870900732912812,-0.08027088740179228,-250.312,6.62
900,Gryffindor,Felecia,Montano,1997-02-02,Left,51439.0,274.18230967143074,-2.970012026908665,,6.9110000000000005,-547.3234204920152,624.6178860862478,-7.251724415936191,966.8558694758208,1.0459019033114645,-0.6963472669521202,-248.65852999999998,207.25
904,Slytherin,Janette,Coleman,2000-03-11,Right,42227.0,-483.18394632327767,-3.931733519773161,4.831839463232777,-3.912,-674.349857968336,397.7111675275944,,1055.6689650493977,10.379274889578706,-1.0308276439595347,-248.3285,-59.13
905,Slytherin,Donny,Lynn,1998-10-31,Right,75462.0,-435.76748155709817,-6.9909286650568925,4.357674815570982,-6.371,-583.2976275243492,366.87005209859,4.655958881643307,1066.9519596392824,8.895538017251601,-0.2680976137913073,-254.7269,-128.72
907,Slytherin,Brooks,Ramsay,2000-03-13,Left,60650.0,-473.20811713248804,-8.499475425259629,4.7320811713248805,-4.166,-231.0971268882753,422.3571530502464,7.811875863034698,1023.1661232422972,9.852735119108504,0.588092195231575,-250.81829,-123.42
908,Gryffindor,Tracy,Feliciano,1998-12-24,Left,39936.0,667.9497248513941,-2.8981006795965865,-6.6794972485139406,6.672999999999999,-622.9677723459408,614.8204063705715,-5.63551055124254,954.0006009353267,3.438959884067518,-0.6084914590130027,-251.38112999999998,234.39
912,Gryffindor,Kaye,Paulk,2000-10-27,Left,32689.0,616.6990988360988,-6.272873464122647,-6.166990988360987,5.434,-383.5999244676737,553.3779852414534,-2.2097977766791272,956.3567246154124,4.557514908922194,0.4362679747020725,-252.62739,148.2
915,Gryffindor,Louis,Falk,1998-01-01,Right,38704.0,580.0378575668954,7.641341729425423,-5.800378575668954,4.899,-642.6727453780919,461.6397818898182,3.5767551381534815,1042.8753902021174,6.919305431851988,0.6024283280256274,-242.9197,86.72
918,Gryffindor,Rayford,Denny,1997-04-17,Left,34208.0,654.4598112341032,-4.713041538257582,-6.544598112341032,6.255,-369.89961436209154,568.3881805298953,,938.5094403530087,1.4522772553680006,-0.16533273085597,-252.38058999999998,197.75
920,Gryffindor,Tricia,Pfeiffer,1997-12-29,Right,37553.0,557.9067335017634,-4.579353197141846,-5.5790673350176325,5.405,-618.6845345819683,589.8214087938338,-5.466886541371398,946.8370146746539,2.953695117704206,-0.9743669382032544,-252.76012000000003,218.34
921,Gryffindor,Jaime,Day,1998-01-26,Right,47897.0,349.71833829581163,-7.086761694739837,-3.497183382958116,4.476,-235.07825571426102,544.6955274014529,-3.4096154385184883,955.7950679449652,1.6556582629388037,-1.3473750345378577,-252.71981,115.02
922,Slytherin,Waylon,Manson,1999-01-27,Right,47193.0,-480.5297832218168,-3.1550701584123413,4.8052978322181685,-5.659,-534.4933512217668,406.4450756021054,2.7015496597758104,1058.023824370023,8.810656042840748,1.05277118076594,-250.02352000000002,-28.24
926,Gryffindor,Luke,Mcgregor,2001-04-04,Left,75093.0,309.2149029391736,-5.056887812677184,-3.092149029391736,4.0089999999999995,-369.6565055979922,641.8989144721529,-4.504934899929237,977.6364059202573,4.477719165708714,-0.5700749221953887,-251.99977,141.89
929,Gryffindor,Marlin,Swartz,1998-07-26,Right,57978.0,415.95650481414185,-2.2023047002567853,-4.159565048141418,8.32,-289.31043420970656,634.8984287935086,-6.038444469129755,967.3212989381108,0.6915292202048717,0.9963382305386128,-247.43628999999999,182.91
930,Slytherin,Felix,Cothran,1998-07-10,Right,49359.0,-492.97828740218216,-5.897917003879633,4.9297828740218215,-7.075,-506.6795644066207,372.03100379761963,3.2545569117662883,1080.4841993263983,10.319301804753984,-1.2066303330280737,-252.66082000000003,-81.86
931,Slytherin,Carmel,Shackelford,1998-01-09,Right,50601.0,-453.71368803919444,2.1493781091970687,4.537136880391944,-6.735,-575.970187010972,408.6942548834237,-0.956203717475252,1046.2063404023893,4.727757558860222,-1.3182093027344397,-249.57772000000003,56.09
933,Gryffindor,Morton,Kaminski,1998-09-30,Left,79962.0,619.0467596596352,-2.951657168315482,-6.190467596596353,4.689,-458.76175867581077,667.4968666847652,-7.099605630397699,940.018585314306,1.5058080499348088,-1.380041480213284,-254.43348999999998,228.09
935,Slytherin,Brianne,Irons,1999-03-23,Right,27666.0,-777.5890782816526,-8.250943359089849,7.775890782816527,-1.6,-693.1827483094245,330.99167222789987,10.312820690117103,1071.34245092361,11.852314699600349,1.354599430012424,-244.96847999999997,-181.47
940,Gryffindor,Ashleigh,Allen,1998-10-28,Left,91614.0,230.74904783788315,-7.849294245004313,-2.307490478378832,1.27,-720.7482603958988,592.8291090268143,-5.263090198364386,931.0905516679487,0.9271123812283896,-0.515120999374868,-258.72942,143.23
942,Gryffindor,Trina,Burch,2000-11-20,Right,53725.0,509.37646193081673,-1.4182886551554734,-5.093764619308168,8.136000000000001,-483.8611205059487,657.25063350279,-5.577820807462944,987.6489422530452,4.2769254407752415,1.5477497712845496,-247.2691,201.45
945,Gryffindor,Maurine,Culp,1998-06-12,Right,,614.938330685799,-2.4313088382114434,-6.14938330685799,6.912000000000001,-745.4413021391151,610.5991330435148,-6.300977264619989,963.9012994108284,3.4776188821596543,0.9287057449729328,-250.75983,240.92
948,Gryffindor,Millicent,Boles,2000-06-18,Right,59712.0,436.8221539977462,-5.012568387066126,-4.368221539977462,3.824,-761.1718287098176,622.4116377308737,-5.275982720474512,957.8058065568927,4.6300036273153165,-0.13227759422546048,-254.12972000000002,201.08
951,Gryffindor,Al,Foust,1997-05-26,Left,22679.0,591.8458916003242,-3.2428365188932173,-5.918458916003242,7.007999999999999,-642.0644998672543,579.3308411547563,-6.706934855053802,943.0295814120512,1.370748671667247,0.7154372006195321,-250.8401,252.17
952,Slytherin,Joseph,Schreiber,2001-06-02,Left,16913.0,-763.3174396998375,-5.8016100324544855,7.633174396998374,-2.355,-749.9118160797559,345.55387007774414,10.798491095352917,1053.1751978994594,12.389694942558807,-0.4179515753205594,-243.63957000000002,-128.88
955,Slytherin,Elise,Babb,1997-01-08,Left,34412.0,-545.3867146139534,-1.3342982868899598,5.453867146139533,-4.232,-467.9667739801576,429.70803007203295,2.4349502057553285,1043.8114457318827,7.930268233423479,0.38255550015460105,-246.39265,11.53
956,Gryffindor,Sallie,Pierre,1997-11-13,Right,68517.0,721.4147456899577,-2.981744436905806,-7.214147456899577,4.7989999999999995,-820.461915829079,621.2369246072923,-8.346356421627378,910.3387076847978,-0.9809751741424524,1.6767137057399482,-257.03594,275.72
962,Gryffindor,Rufus,Hutto,2001-10-18,Right,28604.0,664.5429381577908,-3.5468693555066544,-6.645429381577908,6.261,-613.4366505227013,596.9272733464289,-5.086427650643138,960.1008499006247,4.545110168108865,-2.3845082731210705,-251.36167000000003,228.61
968,Gryffindor,Rudolf,Childs,1997-11-25,Left,40517.0,485.90935158339346,-3.5830271323233585,-4.8590935158339335,7.029,-267.91466314981943,632.6979850909718,-4.529504515195481,973.2042579719632,4.406556479587785,1.0062567072277986,-248.2284,185.89
971,Slytherin,Mickey,Law,1998-09-02,Right,47951.0,-276.91292558508883,-8.106624618355685,2.7691292558508884,-6.769,-252.99411984237298,445.50127243842337,5.604407796838915,1046.9328945225177,13.536762124994421,0.4454173670629736,-253.60048999999998,-63.93
974,Gryffindor,Nelson,Lin,1999-05-01,Right,50255.0,520.4444863107979,-6.895851943274286,-5.2044448631079785,3.395,-374.97208982074517,565.7792557426502,-3.371216129728814,950.92147677949,3.642031301648341,0.5785995449325707,-255.09776000000002,146.29
975,Gryffindor,Wm,Mulkey,1999-01-13,Right,48538.0,649.0861027205805,-4.07639720889748,-6.4908610272058045,6.1110000000000015,-254.8408827743793,606.7238199781356,-5.660437355576423,935.0672425793512,0.78348391432761,0.09083466546282716,-252.43894,207.27
976,Slytherin,Stephany,Arrington,1997-06-26,Right,33831.0,-628.8988150472605,-5.725001139205457,6.288988150472605,-3.786,-431.11710124813453,420.9428908417543,6.3702118761940625,1043.6226996932157,10.929420798676775,,-246.6712,-67.69
978,Gryffindor,Shanda,Trammell,1999-12-01,Right,63037.0,420.4479124974639,-3.4255745105386395,-4.204479124974638,5.075,,642.396916853246,-6.942882194804263,957.0840139059997,2.8914398485876465,1.1337186915957072,-252.55696,227.03
981,Gryffindor,Collette,Kingsley,2001-02-12,Right,73031.0,288.19256072532164,-2.9427922903995425,-2.8819256072532164,5.598,-892.9694953057888,633.3117311478925,-7.712050784363768,961.1263124232539,1.0863739336709828,0.6118093891413541,-251.96294,215.07
985,Slytherin,Kevin,Easterling,1998-02-17,Right,52033.0,-475.3346587224769,-7.8798189282977305,4.753346587224768,-5.8729999999999976,-248.7632614726862,425.5114969894952,3.232833714873022,1065.0796296863111,10.617007329476689,0.8167715485312382,-252.14371,-80.15
987,Gryffindor,Clair,Keener,1997-03-10,Left,29786.0,283.64811844149574,-4.62744909380308,-2.8364811844149576,7.937,-63.712911151838725,570.3616375327963,-3.719277333643428,986.0561557211557,2.3388793040737337,-0.3280216290413217,-245.76393,122.72
990,Slytherin,Jaime,Gill,1998-08-26,Right,33081.0,-606.8929836731268,-3.2735111404947173,6.068929836731268,-1.719,-806.416703353123,377.5506125543286,7.590097861950518,1051.1379890437945,9.953663901846742,-1.0992769567519705,-244.64844,-78.55
995,Slytherin,Judy,Prince,2001-09-13,Left,47180.0,-470.24144543272456,-3.3555765211333086,4.702414454327244,-6.725,-279.6030667566746,427.01350930339134,,1040.9159739978286,8.066360672933136,-2.111009400502256,-250.67684,-9.09
996,Gryffindor,Corinne,Odum,2000-09-20,Left,46834.0,93.57414148230595,-8.663936453752306,,3.6639999999999997,-433.1452386890312,540.6540072684584,-4.155169118452162,939.6404930403007,,1.353165395276162,-253.21298,124.38
1004,Slytherin,Jewell,Vail,2000-02-18,Left,67025.0,-484.75528791369766,-10.083581843998422,4.847552879136977,-5.191,-379.53088254380333,376.11180485885,8.71295390013988,1044.9368432676497,10.815487229118569,-0.8435805112455792,-253.16325,-176.72
1005,Gryffindor,Eli,Walton,2001-05-16,Right,34335.0,356.3351046626931,-7.298950592397226,-3.5633510466269307,3.68,-469.8266364272361,590.5072282465999,-4.020953427074633,943.8832705202716,4.539026286482557,-0.59031970679994,-253.09802000000002,184.24
1008,Gryffindor,Adela,Leblanc,1999-07-10,Right,64677.0,659.533766696911,-3.965581598273431,-6.59533766696911,4.022,-547.6936766402813,624.060349364303,-5.9607306648346805,946.5969179715644,2.925959619637036,-0.7130189389231744,-255.35636,214.95
1011,Slytherin,Tabitha,Goins,2000-02-03,Right,34072.0,-504.2124224549642,-1.9234011853753028,5.042124224549641,-3.7489999999999997,-676.9496332761562,,4.900601401955706,1050.2943468731592,9.543399956596325,0.3066107403805821,-246.6337,-24.78
1013,Gryffindor,Rocco,Hershberger,1996-12-25,Right,63302.0,384.548779603426,-2.868107946804852,-3.84548779603426,5.35,-677.2409928985628,689.6814846183188,-6.741156828640827,968.1815998732724,5.011685358581818,-1.2908830034065075,-250.58636,236.53
1014,Gryffindor,Letha,Ali,1998-01-22,Left,35439.0,536.8507424999991,-4.556581124708635,-5.368507424999991,6.831,-279.65709526417703,596.0872399836487,-4.805102478321482,945.6376594680072,1.8986704644411985,-0.4953620211693003,-250.23116000000002,193.78
1019,Gryffindor,Leann,Almond,1996-11-11,Right,41549.0,530.4355747352622,-5.606636950650394,-5.304355747352622,5.695,-536.5511818132669,575.90381126072,-3.4901198561937106,952.843941995868,3.6529562552621417,-1.328925611696839,-252.3628,168.98
1021,Slytherin,Jacques,Beaulieu,2000-07-21,Left,32753.0,-530.6238491376856,-5.433501070559988,5.306238491376857,-3.391,-550.6533270195224,418.0242413319746,5.666213984160931,1060.8544065220203,11.834568355800279,-0.4902066124867134,-247.21347999999998,-61.76
1023,Gryffindor,Elnora,Wells,1999-08-04,Right,29122.0,743.6088561688605,-5.6839967826841065,-7.4360885616886065,4.415,-739.6706597521459,554.0521040806414,-4.027847131228279,938.3784860157505,4.327172942953466,0.15490886689353234,-255.70102999999997,216.01
1030,Slytherin,Hattie,Mcclain,1998-03-06,Right,49524.0,-400.3891102529424,-4.511527188906432,4.003891102529424,-3.514,-482.34224809924285,441.82635446874366,5.493144391232221,1035.1948638777308,10.098914221567316,-0.2690333819477299,-248.77389,-44.72
1034,Slytherin,Gil,Flowers,1997-04-26,Left,35760.0,-561.9179993188217,-1.2979662640028096,5.619179993188214,-3.957,-595.2687551257286,409.2387639463169,3.4921550757454423,1046.302109200073,8.05922885135039,-2.973104146560168,-246.27332,-7.77
1035,Gryffindor,Clifford,Cleary,2001-01-16,Left,71005.0,510.2005413392379,-2.5036029768478154,-5.102005413392379,5.439,-646.7444747553894,660.4725927629478,-7.375741052529992,953.5782839731066,2.119417938949149,-0.5527386350801121,-252.5808,234.26
1037,Slytherin,Casey,Huynh,1999-08-04,Right,,-528.7860451316742,-7.247682494434215,5.287860451316742,-3.051,-322.729269530069,441.9167339929553,6.98496235719441,1041.0358230589322,12.175410663217988,0.3057418810688405,-247.09201000000002,-75.32
1039,Gryffindor,Latricia,Townes,1997-05-27,Left,35459.0,581.7794145092156,-6.168090055445332,-5.817794145092156,3.2710000000000004,,573.1964144224569,-5.641967528996817,926.8350628874697,3.003586235426289,0.5408107745101165,-256.37382,234.59
1041,Slytherin,Johnnie,Swanson,2001-07-21,Left,29775.0,-530.7150491578855,-6.233840059083684,5.307150491578857,-4.783,-205.921944769178,439.41231172708825,3.808278978466888,1053.5721276557902,11.062255371004607,-0.17823395337547507,-248.2714,-40.08
1042,Gryffindor,Taylor,Hauser,1999-11-15,Left,33604.0,420.54764271610946,-6.949361779168093,-4.205476427161095,4.202,-582.4485328594575,569.2048304340717,-4.035151664329024,940.8959016287092,3.6903230801137656,-1.99854149217074,-253.59301000000002,185.49
1045,Gryffindor,Rodrick,Lemons,2001-03-15,Right,42075.0,814.0571752452291,-3.3733994614845297,-8.140571752452292,5.012,-599.1452454270283,649.4006025419069,-5.1396113462402635,948.4760114135228,6.196535321725513,0.9854680344016379,-253.6724,257.42
1050,Slytherin,Helene,Bergeron,1997-01-04,Left,52563.0,-442.6317955414637,-4.050676880839021,4.426317955414636,-5.007,,395.85341689844887,5.378910732175538,1046.5905014866564,9.476154064758255,-0.0010468312508667443,-250.26927,-62.93
1051,Gryffindor,Abbie,Kiefer,2000-10-31,Left,70132.0,303.34792923449317,-4.908378450300521,-3.033479292344931,3.91,-718.8552193042792,629.0921480025603,-7.4028238054742035,935.2461156241208,0.6801511102438504,-0.6548361570010061,-254.42607999999998,218.37
1053,Slytherin,Kory,Crowell,2000-01-14,Left,48908.0,-589.8816131606796,-6.1319875956132055,5.898816131606798,-5.135,-656.1536564073218,348.03554148037836,7.2046490266698715,1060.1477479300736,10.08647360074276,-0.04262048159486094,-250.12716,-125.96
1055,Gryffindor,Kelli,Peeler,1997-09-18,Right,59532.0,150.10579655246653,-7.435714995252951,-1.5010579655246654,3.298,-390.57949255606377,608.727631543417,-3.355175571721391,968.6845056901481,4.914490917635646,-0.6417049769922835,-252.08512000000002,123.0
1058,Gryffindor,Ferdinand,Sheehan,2000-01-10,Left,40465.0,379.7003437297988,-5.702295466751645,-3.7970034372979886,4.305,-605.0572001210035,582.0766035215447,-5.9212179644456215,946.103655484671,2.2952594662523738,0.8166625094614364,-253.24325,204.56
1061,Gryffindor,Alda,Ocampo,1998-03-03,Right,36653.0,438.39989233314566,-6.594894277302171,-4.383998923331457,4.566,-421.0976997036199,597.329744189879,-3.4198501648559736,948.1680287906552,4.8398875767780165,-0.7298000738959234,-252.28874,177.31
1062,Gryffindor,Malik,Rawlins,1996-12-31,Left,26493.0,739.6116097643121,-1.5075069487587007,-7.396116097643121,8.94,-194.63734065314816,620.6842514753317,-5.506121590018731,,2.7821685509827994,1.991248583582624,-247.23607,226.14
1063,Slytherin,Ashleigh,Glynn,1997-12-17,Left,75611.0,-448.91147450979315,-5.148500684904481,4.489114745097932,-6.9220000000000015,-516.4603660780656,376.31307041670084,1.4577588757948678,1072.4702399728842,6.89170350596546,-0.9269335167435926,-254.66099999999997,-85.57
1067,Gryffindor,Mamie,Hightower,1997-12-28,Left,64197.0,849.1318777579103,-0.4183538039460535,-8.491318777579103,6.5820000000000025,-442.00182192280334,689.6572057803877,-7.429914876640966,955.8738141999048,3.2760671462341624,-2.3871814853819697,-251.91111,270.27
1071,Slytherin,Vilma,Cummings,2001-05-15,Right,53435.0,-495.9786635806921,-6.484531499026509,4.959786635806921,-5.869,-558.6880173146984,372.53478423352544,5.192386920006473,,10.432891423139942,0.3819658702623201,-251.92038,-105.86
1074,Slytherin,Reuben,Qualls,2000-09-22,Left,65023.0,-407.1264155437864,-7.775641490685965,4.071264155437864,-7.0070000000000014,-391.9120499124018,381.95383729822197,6.348792415187101,1047.1836898820634,10.288184361247467,-0.07992088878938748,-254.42867,-121.06
1075,Slytherin,Theodore,Fields,1998-02-08,Left,18478.0,-669.8261435357049,-2.668746721700852,6.698261435357049,-3.6010000000000004,-633.9993419588836,394.59188938917436,4.0963579764372335,1068.8577229777632,10.315984837012524,-0.4610020349422876,-244.66504,-26.41
1078,Slytherin,Joseph,Hendrix,2001-08-03,Right,76947.0,418.9276474237245,8.412012190303154,-4.1892764742372455,4.765,,379.58172212436403,2.097497400996604,1053.4466099347806,-0.4462063032919219,0.8082689994226707,-244.64943,-3.7
1079,Slytherin,Lily,Dyson,1997-09-05,Left,53322.0,-434.51728313236,-3.33126281985343,4.3451728313236,-6.97,-463.5933441302773,398.8227210804116,1.8835317702581813,1058.896147825343,8.228574537096687,0.08033898697255491,-252.08731,-29.09
1081,Slytherin,Gaylord,Beardsley,1999-09-21,Left,76473.0,-393.0937331890792,-6.376054782343114,3.930937331890792,-6.56,-412.5373074141768,384.4374213972189,4.0291690147301615,1050.3094575169475,7.673710873134802,,-254.75978999999998,-105.8
1082,Slytherin,Bridget,Briseno,1998-01-31,Left,40968.0,-563.3530990286843,-2.4599549016833557,5.633530990286842,-3.292,-523.7699943837865,420.84432452137946,5.59616634910053,1025.9968218839258,8.206951745728519,-0.3205937457693941,-246.02852000000001,-30.89
